product,reviews
https://www.ocado.com/products/faith-in-nature-grapefruit-orange-shampoo-289234011,"This shampoo is great.It leaves hair nice and glossy and it smells lovely.
The ingredients are all natural too.
It has a thin consistency but you don't need a lot to make a good lather."
https://www.ocado.com/products/faith-in-nature-grapefruit-orange-shampoo-289234011,This has a gorgeous scent which is not too strong. Pricey but you only need a little. It just takes ever so slightly longer to begin to lather than shampoos containing sodium laureth sulphate.
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,"I have developed really bad psoriasis on my scalp which meant after a day I would have to wash my hair otherwise my scalp would be raw, scabby and itchy. 
I've used this for a week and it has really helped.
It leaves my hair squeaky clean. Like hairdresser clean. I just add a little conditioner to my ends rather than scalp now.
It is mildly cooling from the mint and ginger I expect, nowhere as strong as Head and Shoulders. 
I can go longer between washes before my head starts itching. My psoriasis is clearing up and definitely not as angry and red anymore and feel like the patches are getting smaller. Other than Head and Shoulders this is the only scalp calming shampoo I've tried but don't feel I need to change as this seems to be helping. "
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,Works well and you don't need much.
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,"And worrying that I now see other people have the same problem! My scalp has been burning all day. Ocado, you need to sort this out, there is a problem here! I bought shampoo and conditioner on the basis they were scalp TREATMENTS and I now cannot use them."
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,Wouldn’t recommend
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,"There is nothing organic about this shampoo, which comes from america where they can label anything how they want and it is never checked.  Far worse than a dry itchy scalp, I now have dry itchy hands covered in red blotches so an ingredient in there is causing real problems.  Ocado what on earth are you doing stocking this snake oil?"
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,"Tried it a few times, but this made my itchy scalp so much worse. Smells nice, but that's the only good thing. Such a waste of money for me, won't be using it any more."
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,you can smell that the ingredients and perfume is natural. It's like aromatherapie in the shower
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,I started using this a few weeks ago and it has really helped calm my itchy scalp. It's gentle on hair even when I shampoo twice and has a nice smell. I will buy again.
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,This shampoo has worked for me and my hair. I have only used it twice and it has completely soothed my itchy scalp. 
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,"At first this shampoo worked great, but a few weeks on and it has stopped being effective. It is a really nice shampoo, you don't need to use much of it, but if you're prone to bad dandruff like me try something else."
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,"I have been using this for a few months now and my scalp is a lot better. It does leave your hair quite dry though so you need a conditioner. Tried other brands, this is the best so far."
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,"I have fairly thick, naturally curly hair and have always suffered with a dry, flaky scalp. Over the years I've tried loads of shampoos and conditioners that claim to treat this but none have worked. I have been using this shampoo with the conditioner for a couple of months and genuinely can't believe how much better my scalp is. I cannot recommend it enough. If you suffer with a dry scalp I would highly recommend this product. "
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,Might be a good product for some however it wasn't great for my hair. Left it dry and difficult to brush
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,Lovely product which cleans effectively and sooths an itchy scalp. Works better on dandruff than any 'medicated' shampoos.
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,"Good all rounder! Have been using this shampoo for some time and have been very satisfied. It has good non-toxic ingredients, good price and does the job well. My hair is always washed well and it doesn't get greasy too soon. I wash my hair every 3-4 days. I do use a conditioner too though. Would definitely recommend."
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,"After washing with this product my hair was left dull and lifeless, and was stripped of moisture, making it very difficult to comb afterwards and easy to break. it didnt do anything to relieve my itchy scalp or dandruff either. Just not worth the price."
https://www.ocado.com/products/avalon-organics-tea-tree-scalp-treatment-shampoo-84625011,"This is the best flake-reducing-itch-stopping-hair-protecting shampoo I've found. I have fine dry, curly, hair and have always had a few flakes. I've tried loads of shampoos, including pharmacy brands, and most either stop working after a while, irritate my scalp or leave my hair too dry. I have been using this (and the tea tree conditioner) a couple of years now and it's the best I've found. Even my hairdresser has commented on how healthy my hair is looking. The only downside is that Ocado seem to only stock it occasionally - hopefully upon reading this it will become a regular feature."
https://www.ocado.com/products/garnier-ultimate-blends-nourishing-hair-food-banana-shampoo-for-dry-hair-502341011,This shampoo is nice and the smell is good. It’s quite expensive for a very standard shampoo. It is nice for curly hair but it’s more an everyday shampoo than anything special.
https://www.ocado.com/products/garnier-ultimate-blends-nourishing-hair-food-banana-shampoo-for-dry-hair-502341011,"Love this shampoo - had previously been using the coconut version from this range but the banana is much better for me, my hair and scalp felt so clean. I use the curly girl method and pair it with the banana conditioner/mask and a few other styling products and it works perfectly for me!"
https://www.ocado.com/products/garnier-ultimate-blends-nourishing-hair-food-banana-shampoo-for-dry-hair-502341011,Smells amazing!!! I love banana. But that’s it. Doesn’t cleanse nicely and I’ve used much better SLS more natural shampoos that don’t leave my hair feeling heavy
https://www.ocado.com/products/garnier-ultimate-blends-nourishing-hair-food-banana-shampoo-for-dry-hair-502341011,I bought this and the conditioner both on half price. Even at £3 Im struggling to see how its worth it. I do quite like the clear formula but it still ends up weighing down my long hair and doesnt seem to really nourish it. I had hoped the smell would be really banana-y but its too perfumed for me. It smells a bit like if a teenage girl made a body spray. It doesnt smell very natural and doesnt really fit the branding of the product. I wouldnt buy this again.
https://www.ocado.com/products/garnier-ultimate-blends-nourishing-hair-food-banana-shampoo-for-dry-hair-502341011,"Not sure why it is called hair food, was expecting it to be thick and creamy. It is clear and runny. It smells nice and gets my hair soft and clean, would buy again but only on offer, definitely not worth £6."
https://www.ocado.com/products/garnier-ultimate-blends-nourishing-hair-food-banana-shampoo-for-dry-hair-502341011,This was nothing special and I would have been really annoyed if I paid £6 for a bottle. Luckily it was on offer.
https://www.ocado.com/products/garnier-ultimate-blends-nourishing-hair-food-banana-shampoo-for-dry-hair-502341011,"I was really impressed with this shampoo, my hair is coloured and very dry due to the damage I have inflicted on it! The fragrance is gorgeous (tropical) and perfect for summer. It left my hair feeling squeaky clean but did not dry it out or leave me with frizz. I really liked the fact it is mostly natural ingredients (98%) and silicon free. I would definitely recommend this product."
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"Unfortunately spoiled my red hair tones at the root, I have done a single wash  with this shampoo and  after I could see  all grey roots exposed, in fact for me did the opposite of protector.  Never again. 
I am sorry to say it!"
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,Very well suited to coloured hair.
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"Really nice, leaves hair soft and glossy"
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,Really good shampoo!
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"This is a good shampoo, like the smell and feel... Also makes my colour last"
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"I like this shampooooo. Not too strong smelling, lathers nicely and seems to suit my dry hair quite well."
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"This smells lovely and is surprisingly mild.  I have problems with shampoo drying out my sensitive scalp, particularly in the cold weather, but no problems with this one."
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"Does the job, better than my usual brand."
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,Used this after having my hair coloured and it did help the colour last longer than usual. I tend to use a volume shampoo normally though so wouldn't swap on a permanent basis but would recommend this to lucky people with thick coloured hair!
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,I really like this. It's thick and easy to apply. Left my hair very soft. 
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"I liked this shampoo so purchased the matching conditioner to go with it. My hair is quite dry, but it felt quite nice and soft after using."
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"Cleans well, smells great, good price. "
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"I do have coloured hair so was looking forward to trying this shampoo, but found it made my hair greasy on repeated use."
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"Smells lovely, hair after wash looks shiney and are soft to touch. Easy to use. Price is good for so huge bottle.All in all very happy with this shampoo."
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"Not for me, as it contains silicon and I try not to use silicon products on my hair, but I passed it on to my friend who liked it!"
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,I like that you don't need a lot of shampoo for thick hair as it lathers well. Nice smell. Left my hair feeling light and soft though i do use other products after washing my hair so hard to say of the softness is solely down to this shampoo.
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,I liked the smell of this product and it lathered up well. Left my hair shiny and clean.
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,The smell was ok and cleaned my hair ok. It makes a lot of lather though.
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"I have noticed since using this shampoo that my hair dye doesn't fade. It smells nice and doesn't weigh hair down so for the price, is good for coloured hair. "
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"Nothing out of the ordinary, but it creates a good lather which washes out easily.  Difficult to judge its anti-fade properties as there are so many other factors involved, but it is a decent product."
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,Although my newly coloured hair still faded at the usual rate. Nice big bottle and I personally like the fragrance.
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,I didn't like this shampoo. The scent is overpowering and it left my hair dry.
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"The shampoo is rich and creamy and gives a nice dense lather, and it does seem to help retain my hair colour - although perhaps no more than any other brand that is designed to do this. It's certainly something I would think of ordering again at the right price! "
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"I love this, does exactly what it says on the bottle. Leaves my hair feeling clean and soft, although not too soft so you can't style it, and has a great smell."
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"Nice shampoo, leaves hair feeling clean & soft"
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,Nice shampoo but doesn't get 5 stars and the smell is so strong
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,I received this free in return for a review.  I wouldn't normally buy this as I don't have coloured hair but actually I was impressed with it.  Left my hair feeing clean and smelled lovely.
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,Leaves hair clean and soft. Lovely smell. This is a big bottle that will last for ages. Good value.
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,Great smelling shampoo that lasts without being too overpowering.
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"Lovely fragrance, feels silky smooth to apply, and gives hair a wonderful shine. Will buy again. "
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,...enough said
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,A lovely shampoo which produces nice looking hair
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,Massive bottle so better value but nothing special to say about it except it dies the job!
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"Whilst there's nothing particularly remarkable about this shampoo, it cleaned my hair well.  Some shampoos for coloured hair have left me with greasy hair, but thankfully that wasn't the case with this one."
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,This is quite like the other L'oreal shampoos in the range. Can't say I noticed anything special about how it affected my hair colour (although to be fair it didn't turn my highlights green!). 
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,The wife already uses this so was very happy with it 
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,Super shampoo - my hair feels really clean for longer with this. My hair is much softer and silky too. My absolute favourite shampoo!!
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"I'm quite fussy about shampoo because I have very curly hair which is quite difficult - this was really nice, smells good and my hair felt super clean and styled really well afterwards. "
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,This shampoo left my hair very soft and shiny without feeling harsh.  The smell was so subtle that it wasn't really noticeable - rather a pity for me but some people might appreciate this.  It lathered up well with just one application and didn't need conditioner.
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"This is a nice reasonably priced shampoo,"
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"I was looking forward to trying this after a previous review said it was good for frizz. I didn't use conditioner or styling products, which I normally do, and the brush went through without knots and tangles. Left hair to dry naturally and its lighter and curlier than normal with less frizz and I can run my fingers through it without them getting caught up. Genius!"
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"This is a great shampoo and as good as any upmarket brands. I have short, coloured hair and tend not to use conditioner and this shampoo offers plenty of moisture so all in all, great product!"
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,Smells really nice. Makes my coloured hair smooth and shiny and not heavy. Good value for money. Would recommend.
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"I love this shampoo, leaves coloured hair looking really healthy but without adding weight."
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,I really love this shampoo.  The smell is gorgeous and seems to last through the day.  The shampoo isn't oily at all and leaves my hair really smooth.  Will definitely buy again!
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,I use this shampoo along with the corresponding conditioner. Together they leave my hair soft and shiny.
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,Was sent to review - it cleans my hair nicely and smells nice. Time will tell if it helps the colour to last longer than my usual shampoo. Would try again. 
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"Smells good, washes out well and leaves hair looking in great condition."
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"Really this did what I expected it cleaned well, smelt good and left my hair smooth. Would recommend."
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"Leaves a nice smell, cleans oils well without drying"
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,This product is a must for coloured hair. It has a nice light smell and leaves my hair extremely soft. Great!
https://www.ocado.com/products/l-oreal-elvive-colour-protect-shampoo-26965011,"Having recently died my hair brown, at first I really liked the John Frieda Brilliant Brunette range -because it smells so nice- but this beats it hands down for colour protection, softness and shine."
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,Smells lovely and nice rich consistency but my fair felt lank after
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,"Its meant to be root boosting but it left my hair limp, lank and greasy, and left the blond tones very dull and dark. I ended up throwing the last bit of the bottle away and switching to something else. Awful."
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,"I was sent this product to review. It is an attractive looking package and a nice, effective conditioner leaving hair soft and shiny"
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,I’m reviewing this product because I got a free sample from Ocado.  This smells lovely and leaves hair in great condition. Would buy again.
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,"I am reviewing this product because I received a free sample from Ocado.
Pleasant scent. Uninspiring container which looks as if it should contain a coloured cream such as Foundation rather than a vibrant white cream it actually dispenses. Lid easy to open & shut. The quantity is smaller than im used to. Makes hair under water squeak which I think is a good thing. When hair is dry it has a fuller appearance because it is fluffy.  My hair is not thinning or fine so i am probably not the best person to comment on this product however, whilst I wont be purchasing this in future, because of my particular hair type, I do recommend this to others looking for a fuller appearance. It has left my hair feeling beautifully soft and silky."
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,I have thick hair so wasn't expecting much when I got this to try but it definitely helped with fullness and it smells lovely. Great value and I imagine it would be really effective for fine hair.
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,I received this as a star reviewer and was pleasantly surprised. I have curly hair and after using this product it did make my curls appear more defined and curlier.
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,Nice little conditioner- seems to provide a deep conditioning treatment instantly
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,"I am reviewing this as I received a free sample from Ocado. 
This smelt really good and made my hair very shiny. I would like to try the matching shampoo in the future too."
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,"Received this to review. I usually use a more expensive conditioner to add volume to my fine hair, but was impressed with this product - it not only added volume, it left my hair feeling great and looking shiny. It also smells lovely!"
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,I’m reviewing this product because I got a free sample from Ocado. I don't routinely use a conditioner but I was pleasantly suprised at the results when using this. My hair was much smoother and felt and smelled nice.
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,Not used Pantene for a few years and was pleasantly surprised at how good my hair felt after using this product and the shine was lovely.
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,"Was sent as a sample to review by Ocado. Left my quite thin, coloured hair feeling smooth and shiny. Not sure if there was a noticeable increase in volume. Would buy again."
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,"Nice smell, left my coloured hair soft and shiny. My only issue is the price"
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,"Very happy with this, as it made my dull hair quite shinny again.  Will buy again."
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,"Given this as a freebie to review, gave it to my daughter as she has very long hair.
She reported back & said it was ok, but she preferred cheaper brands"
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,I was sent a sample of this to review. It has a nice smell and left my coloured hair smooth and manageable. Much cheaper than my usual brand. I think Im converted!
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,Sent by Ocado to review. My hair felt beautifully soft as soon as I applied this conditioner and it smelt lovely. I would buy this conditioner myself.
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,Free to review- hair felt great after using the conditioner. Silky and smooth after drying too.
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,"Received as a review product 
Hair lovely and soft following application"
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,"Lovely conditioner. Smells lovely and left my curly, coloured hair feeling silky soft."
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,"I was sent this to try. Ive got fine, uncoloured hair but it can be a little dry on the ends. The conditioner smells nice and my hair was soft after but, as with a lot of conditioners the day after, I found my hair a little lank. It was as though it was too heavy for my hair. Might use it on the ends only as the roots seems okay."
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,"Perfect for really dry over coloured hair. Too heavy for fine, uncoloured hair."
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,"Sent by Ocado to review. 
My hair felt beautifully soft as soon as I applied this conditioner and it smelt lovely. I havent noticed my hair being any fuller but it feels great. 
I would buy this conditioner myself."
https://www.ocado.com/products/pantene-hair-biology-full-vibrant-conditioner-488799011,"I was sent this by Ocado to review. My hair is fine but I have a lot of it, its fairly long and not coloured but I swim a lot. I tend to let it dry naturally and dont use styling products. Anyone with hair like mine knows the endless quest for a bit of body in the length and volume at the roots. This has given my hair both. My hair looks much fuller and thicker. Im hoping that I can also achieve the other holy grail of not having to wash my hair every day. Fingers crossed!"
https://www.ocado.com/products/colgate-total-advanced-deep-clean-toothpaste-308769011,"My teeth really felt like they have been cleaned. Very fresh feeling, they also feel clean all day."
https://www.ocado.com/products/colgate-total-advanced-deep-clean-toothpaste-308769011,I was given this free by ocado to review. I don’t usually buy this brand but I really liked it . The taste wasn’t too strong and it did a very effective job . Would definitely buy if on offer as quite expensive at full price .
https://www.ocado.com/products/colgate-total-advanced-deep-clean-toothpaste-308769011,"I’m reviewing this product because I got a free sample from Ocado. I like it , it tastes nice, it foams well and leaves teeth feeling clean. It doesn’t leave aftertaste or “bite” my tongue . I don’t like the strong toothpastes ."
https://www.ocado.com/products/colgate-total-advanced-deep-clean-toothpaste-308769011,"Im reviewing this product because I got a free sample from Ocado. I had stopped using Colgate as I didn't find it very refreshing however I was pleasantly surprised with this version, feels very fresh and minty without being overpowering. Would buy again if on offer"
https://www.ocado.com/products/colgate-total-advanced-deep-clean-toothpaste-308769011,"I was sent this to review by Ocado, I usually buy another brand for sensitive teeth so was happy to try this.  It works well and has quite a different taste to the my usual one. I would buy it again."
https://www.ocado.com/products/colgate-total-advanced-deep-clean-toothpaste-308769011,"I was sent this to review by Ocado. It has solved my sensitive teeth problem, tastes good and doesn’t leave a powdery feeling in the mouth. Everything you need from a tooth paste really! I will be buying again"
https://www.ocado.com/products/colgate-total-advanced-deep-clean-toothpaste-308769011,"Sent by Ocado in exchange for review.
Nice enough toothpaste- but it's difficult to know if it actually works better in the long term than any other. Less foamy.. which I like. Mouth feels clean/ fresh afterwards. Tastes fine."
https://www.ocado.com/products/colgate-total-advanced-deep-clean-toothpaste-308769011,"I was given this for review and I thought this toothpaste has a sweet taste, slightly odd to me, cleans well though. not sure I will buy again over my usual one."
https://www.ocado.com/products/colgate-total-advanced-deep-clean-toothpaste-308769011,Always use this as I like the grainy bits
https://www.ocado.com/products/colgate-total-advanced-deep-clean-toothpaste-308769011,This didn’t have too strong a flavour like many tooth pastes. It leaves your teeth feeling really clean.
https://www.ocado.com/products/colgate-total-advanced-deep-clean-toothpaste-308769011,Purchased for son on half price deal.  Works well and leaves teeth clean.
https://www.ocado.com/products/colgate-total-advanced-deep-clean-toothpaste-308769011,"We normally by a different brand of toothpaste, but we asked to review this, and given a sample. We were really pleased with this, it does seem to really deep clean our teeth, nice and minty, not too gritty. So I have bought another tube. Great stuff."
https://www.ocado.com/products/colgate-total-advanced-deep-clean-toothpaste-308769011,I was sent this by Ocado for review. It has a nice mild flavour and is not gritty. It works well leaving your mouth feeling clean. I will buy this again.
https://www.ocado.com/products/colgate-total-advanced-deep-clean-toothpaste-308769011,"Iam reviewing this product as I got a sample from Ocado.
I have used Colgate toothpaste forever it is one of those brands I was brought up using. This is a pretty good Colgate toothpaste but isnt my favourite one that they make. Id call it a solid performer and good all rounder.
I prefer a really minty, whitening version toothpaste."
