product_link,reviews,product
https://www.ocado.com/products/m-s-6-sweet-pancakes-502451011,So sorry that I didn't check the ingredients first,NA
https://www.ocado.com/products/m-s-6-sweet-pancakes-502451011,"Unlike some others, I found these just the right thickness and thought they tasted good. i heated them in the oven in accordance with t


Unlike some other reviewers, I found these really tasty and not too thick at all. I heated them in the oven wrapped in some foil
and they were soft and easily folded or rolled. I made a lovely syrupy fresh orange sauce and they were a very welcome desert.",NA
https://www.ocado.com/products/m-s-6-sweet-pancakes-502451011,We were a little disappointed in these......just too thick and heavy. This is one of the (very) few products where its not as good as Waitrose.,NA
https://www.ocado.com/products/m-s-6-sweet-pancakes-502451011,"Definitely not to be eaten cold- but freshly heated they are ok. Thicker than a crepe, but if you like them like this they taste good.",NA
https://www.ocado.com/products/m-s-6-sweet-pancakes-502451011,"Thick and stodgy. Tried in microwave, pan and oven. Awful, last 2 went in bin. Waitrose were much better as were another brand you used to stock but don't remember details.",NA
https://www.ocado.com/products/m-s-6-sweet-pancakes-502451011,"not as good as waitrose, they break easily and have too much sugar",NA
https://www.ocado.com/products/m-s-6-sweet-pancakes-502451011,Surprisingly mmmmm,NA
https://www.ocado.com/products/m-s-6-sweet-pancakes-502451011,Disappointing after enjoying the Waitrose version for so long.,NA
https://www.ocado.com/products/m-s-6-sweet-pancakes-502451011,"These are just about acceptable as an alternative to the Waitrose ones, they taste nice but they are just soooo thick and stodgy in comparison. Will try the Reflets de France ones next to see if they are a better subsititute,",NA
https://www.ocado.com/products/m-s-6-sweet-pancakes-502451011,These are really very good will order regularly,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Soft squishy ends, moulding quickly.. I had them in a box mixed in with my regular potatoes and the sweet ones all turned very mouldy, as a result I threw all my potatoes in the bit. So I cannot recommend these in February, Ive switched brand and will wait a few months before trying these ones again.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Perhaps I was unlucky with the pack I purchased, but the sweet potatoes were mushy and mouldy way earlier than their best before date, despite storing them in a cool dark cupboard away from any kitchen humidity. Had to throw the whole pack away.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,So tasty and sweet! I just bake all of them at once and leave them in a bowl in the pantry or the fridge to grab for a healthy snack or have as an accompaniment to a quick meal.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Worth buying,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"average sweet potatoes and in good quality.  They need a good scrubbing though.
Cooks up fine",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,I reckon you do have to buy these with caution. I got them straight in the oven the day they arrived and 2/4 had ends that had started to brown and go soft. They would have certainly gone off well before the use by date... 10 days in the future!,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Love these sweet potatoes, great tasting and had no issues with rotting but then again I usually cook them within a few days of getting them or cut them up into chips and freeze them (freeze very well).",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,I bought three different bags of sweet potatoes to compare.  I compared these to the Ocado non organic sweet potatoes.  These were much fresher looking.  They have a rich skin colour and have baked up beautifully as sweet potato fries.  From the reviews it sounds very seasonal though and that deliveries can be hit and miss.  I will purchase these regularly as they are great for us.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Have a tendency to go off early but if eaten early are tasty sweet and have a good consistency,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Unfortunately they went off before their best before date! Very mouldy and rotten so would not buy again,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Honestly, a wonderful product! Really had a rich sweet taste. None were mouldy. Never had a bad batch, I buy this regularly and always love roasting it for an enjoyable side dish to my meals. Honestly one of the best amongst the range of sweet potatoes available on Ocado.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"These used to be great, but the last 3 packets I've bought have gone bad before their date. Really disappointing.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Have had these previously and been ok, but this time they had to be chucked away before I got chance to use them. Seems this us a bit of an issue at the moment.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"I can usually keep my sweet potatoes for a couple of weeks in a dark drawer without a problem. But when I picked the last batch the potatoes were so rotten they were liquid!!
I still order another bag, this time after a couple of days one potato was half rotten...
Not good, Ill switch to another product for a few weeks.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,These have been rotten within a few days of receipt two orders in a row. Not up to Ocados usual standards for shelf life. Sweet potatoes usually keep for weeks!,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Even roasted these are not good for the most part - the rotten parts taste horrid, even though I tried to chop most of them off before cooking. They've been getting worse and worse and this batch was almost all bad. Other times the sizes are completley out of whack, too small. These should not be sold as the quality is not good enough.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,A good size and fresh,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Most of the time they are good, sweet and full of flavour.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Hello Ocado. I like the Beauregard variety of sweet potato that you import from Egypt. The colour is beautiful and they taste delicious too. 

However most of the time, when I buy organic Ocado own sweet potatoes I am sent a variety grown in the USA and honestly they taste like sewage. Please can you only stock the Beauregard variety? I dont mind paying extra for the quality and taste. 

Thank you and rant over. X",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"they'd come all the way from the US, and half the pack went off within two days",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"got 3 rubgy ball sized potatoes in the 750g bag.  all had large soft, rotten sections.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Have received these several times mouldy, and they rot incredibly quickly. Better options out there.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,mine looked okay when received but they weren't in the slightest bit sweet.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Went to use them only 2 days after I got them and they were rotten.  Had to bin the lot.  Won't buy again.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Disgusting ! Opened the bag to see its wet and mouldy! 
I feel sick ! Pls check your products before you send it out ! 
Other times have been great ! But now feel put off !",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"These used to be delicious when baked in the office for an hour or so. The latest batch however was very watery and no sweetness. Very poor quality. I wont be ordering again.
The skin was also super flimsy.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"This seems to be a running theme on Ocado - the more you pay for your veg the less washed they are. These are perfectly good sweet potatoes, although a little on the small side if you wanted them as a jacket potato, but theyre just rather grubby. No, it doesnt make them feel more wholesome or organic, just annoying and gets grub all over your kitchen.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Ive had no problem with these- theyre as full of flavour as you can get out of season! Surprisingly, these lasted well past their best before date and still havent gone off and taste exactly the same.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,damp and mouldy,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Tasty potatoes, keep for quite a while too ",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,We rarely get an intact wholly good potato out of the pack. The tips tend to be damp and mouldy. Daylesford potatoes are much better quality.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"I managed to get three out of four potatoes which seem ok (I havent yet chopped them). One was on its way out, damp and mouldy",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,It seems we have been lucky every time we ordered these. Good value for money,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Got these and they had bits growing out of them and also had black spots inside. Quite disappointing!,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Poor quality. Arrived damp and Covered in mould.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,1 large potatoe and 3 small ones which wasnt as expected. 2 were also soft and mouldy upon arrival,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,I've always found these to be good - perfect for roasting and lovely sweet taste.  I get them almost every week. Have tried other organic ones but these tasted the best.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,The color is so much deeper than normal sweet potatoes! Great taste too! Great price! You just have to eat them quick. Thats not a problem at my house.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Opened this pack hours after delivery, looking forward to tasting it but it tasted rancid! I love sweet potato pakoras normally but not this brand.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Tasty and good size,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Authentic organic produce should have small cosmetic defects, be smaller in size than conventional produce and spoil faster. This is a good thing, as it means no pesticides, herbicide or fungicides have been used.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Definitely don’t buy. Had mould on them and were going bad shortly after purchasing and several days before their use by date. I had to throw away. ,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,The one I got were from the US. They were old and full of brown spots. ,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,These arrived in good condition and were very tasty after being roasted in the oven,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"This is my first shop with ocado. I usually bulk buy my sweet potatoes every week from Tesco and freeze them, years of no quality problems. As these were on offer I thought I would try, them which was a big mistake. With still 5 days shelf life on the they are soft with ends already black and rotten. Will not buy again.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Perfect accompaniment to a lovely meal.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Normally these are great, last for weeks, delicious, but last time they were all bad, dried up inside.  Even though it was a week since my order, I telephoned and Ocado reimbursed me as I had to throw them away.  Thank you.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"We used them the next day we got them, but there were loads of black bits we had to throw away",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Two potatoes,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Good and organic which is nice. Regular purchase and I enjoy cooking with them. The picture can be slightly deceiving, though, as it usually only comes with 3 small to medium sized potatoes.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Our bag of potatoes have lasted well in the fridge!,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"The picture shows 7 sweet potatoes in the beg by mine only contained 4. 
",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,I store this in the fridge for about a week and never had an issue with quality as yet.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Consistently good, they're a regular purchase.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,I have regularly purchased these potatoes for some time however they often have a old smell when opening the bag and frequently have mouldy ends or one squishy one in the pack. Very frustrating as I love sweet potato and Im getting put off bothering to buy these. ,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,more than once they have arrived with squashy bits,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Excellent good size not gigantic monsters like most shops sell . Makes beautiful mash with coconut oil for lunch yum yum !!. Also miraculously keep weight down despite eating loads of them !.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Decent potatoes, made sweet potato fries and turned out well",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,just as good as any sweet potatoes in any other super market. ,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Should have read the reviews for this one, completely rotten before expiration date",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"I found half the bag of potatoes was rotten after a few days, had to throw them away. Annoying when you find just as you're about to use them in a meal .... grrrr",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"I guess it depends on the crop, but the order I got was delicious, juicy, sweet and very fresh",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,These sweet potatoes were rotten within 2 days of delivery. One was complete mush and there was a huge amount of white fuzz growing all over them. Disgusting and not worth the money at all. ,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,I've bought these a few times and always end up throwing some away within a week.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,For the past few weeks now these have arrived wet and within 24hours have gone rotten ,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"A couple of times I've received rotten or have very quickly gone bad, even before expiry. Seems very variable.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"This is the second time I've purchased these potato's only to have them go rotten and leak everywhere well before their use by date. Got them out today to use and even though there was 5 days left before expiry, they were rotten!",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"I only managed to use one of these sweet potatoes - when I looked 2 days later, the rest of the bag were rotten, soft, and mouldy...",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"I was really happy to find organic sweet potatoes, but when I wanted to use them 3 days after reception, they were rotten... had to run to tesco.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"One was absolutely rotten through, almost a week before the best before date, and the others were pretty close behind. Gagged chucking them out it was so bad, left a nice puddle in my cupboard. Total waste of money, first time I've bought these ones and definitely the last.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Much better than Tesco's Redmere Farms sweet potato that go bad within two days of buying. Love these, will buy again. ",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"these are the nicest sweet potatos i have ever eaten, i think i even prefer them to my beloved purple ones. i used to just stab and bake them but i wrapped these in foil and baked for an hour and it was amazing, SUPER soft skin that was so sticky sweet, unbelievable and i got around 6 medium sized ones in the pack! please keep in stock",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Consistently good and last well.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Well, I really don't know what to say here other than.... I was not happy with this purchase. The photo had a number of person / portion-sized looking sweet potatoes - so that's what I was expecting, that's in fact what I needed. Instead, in the pack were two HUGE sweet potatoes which could each have fed an army - 
So I am not a happy bunny here - because, heck, this is not what was on the photo and had I but known, then I wouldn't have dreamed of buying these one -  I do actually need smaller ordinary sized ones.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,nearly all bad,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Half of the bag was rotten 4 days before the expiry date but only noticed 5 days after purchase so too late to get a refund.  Very disappointing and works out extremely expensive when only 2 potatoes were edible out of the whole bag.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,These offer good value and are a decent size and good flavour.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Cooks perfectly and so sweet! They are a bit small and skinny but I don't mind as the flavour alone makes it a winner for me. ,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,I enjoy sweet potatoes as they are so much better for you than ordinary potatoes. These Ocado sweet potatoes are particularly delicious and knowing they are organic is essential for me as I only like to give my family the best food.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Great quality sweet potatoes. Have re-bought.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"These sweet potatoes lasted a long time in my veg basket; much longer than the date on them. They were tasty baked, but I am not sure tasted any different from non-organically produced potatoes",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,The sweet potatoes baked well and the skins were nice and crispy. They also made great wedges.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Lovely texture, much better than other sweet potatoes I have had recently, good even sizes so easy to bake and all ready at same time . ",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,I always try and buy root vegetables organic as they always taste better. These are worth paying that bit extra for.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Nice potatoes - I mashed with a little butter and made for a nice side dish. ,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Good potatoes. Cook well. ,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Good even size, ideal for baking whole. ",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,These were lovely and not overly sweet like some. We had them roasted and would definitely buy them again. ,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,We regularly eat sweet potatoes and these were just as good as any others. I did find one of them went soft in the bag quicker than expected.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Roasted well, tasty and good price for organic.  Will buy again.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"We always get the standard Ocado sweet potatoes, and enjoy those. We got these to try for free and I have to say these were really delicious and nicer than the non organic sweet potatoes that we usually get. I'd regularly order them again if the price is right. ",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Perhaps I had a bad batch, but I did not like these compared to my usual sweet potatoes.  The texture was dry and almost flaky.  These didnt have much taste either.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,I love sweet potatoes. These were tasty and a good size. I have used them combined with white potatoes for mash and in a vegetable chilli. Give a great flavour and texture to lots of different dishes. ,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Great taste and, after a fortnight in the fridge, the last two in the bag were still in excellent condition. ",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Really nice flavour and not too big.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,These make a great alternative to white potatoes. I love the colour it adds to my cottage pie. They make delicious potato wedges. Good flavour,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Yummy product and a nice alternative to normal potatoes.  Great for making soups in the winter.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Lovely flavour, definitely worth paying a bit extra for",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Although more expensive I'd consider buying these again - really sweet & delicious. I had 3 large & one small in my pack. They were a little pale in colour but I needed have worried, they tasted great.  ",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Really tasty and quite sweet. The package i received contained quite small potatoes that wouldn't have been suitable for using these like a jacket potato but they were perfect for roasting and wedges.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Had these free to review. I usually buy organic veg and these are two thirds of the price I have paid for equivalents. Yes they are pale but they mash well and taste fine. Also not too big, I got six of roughly similar size but some variety is fine as cooking for varying appetites. Would buy again.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"With these being organic they are more expensive than your standard sweet potatoes, but they were worth the extra as the flavour was fantastic.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Good sweet potatoes, but it can be a bit more flavoursome and also sweeter.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"I got 5 similar sized potatoes in my bag so no issues with sizes and they were very tasty sweet potatoes. However, for me the price is a little high. If buying organic is important to you though I would definitely recommend them. ",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"These are really nice mashed or roasted. Good flavour and texture. Some wastage due to slight surface blemishes, as can be expected with organic produce.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Did not find much flavour with these and quite pale in colour I prefer more of an orange colour.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,Lovely tasting but not very uniform in shape.,NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"Lovely sweet potatoes, really fresh and full of flavour. I had 5 medium all medium sized potatoes. Excellent product will definitely get again.",NA
https://www.ocado.com/products/ocado-organic-sweet-potatoes-323658011,"These had a very nice flavour, no doubt from being Organic. The picture - of 7- is a bit misleading as there were only 4 in the pack, and they weren't at all uniform, which was a little annoying for cooking - 1 very big, 2 medium & 1 tiny.",NA
NA,NA,https://www.ocado.com/products/twinings-superblends-digest-tea-with-ginger-turmeric-574703011
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,"We really like this product in our household. Really tasty and healthier option. Also great that Ocado sells it, as we cant find it somewhere else.",NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,"This spread tastes amazing on any kind of bread or toast, can be used for cooking too. Wonderful soft and light alternative to butter. Bertolli was our staple family spread before but this is much nicer, kids love it too. Dont understand the gone off comments at all!",NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,I have been buying this for years its a great halfway point between butter and olive spread - you get the best of both. Yummy.,NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,This butter mix is great tasting and hopefully a little healthier than butter thanks to the added olive. But overall kids and adults are happy to be using it in our household,NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,"...but like others have said, it seriously tastes like its gone off.  How can their in-house testers not notice this!?",NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,"A little disappointing. I bought this as you should have a mix of oils in your diet and i find i use a lot of rapeseed in cooking because of the smoke point. Turns out this still has rapeseed has and less butter content than the regular lurpak lighter, olive oil seems to just be added on top at the expense of real butter and it's still higher calorie. Why can't they just swap the oil? I didn't think it tasted much different it was ok but i won't bother in future.",NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,Wonder if they've changed the recipe as it used to taste fine but now it tastes like it's gone off. Yuck!,NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,"This is an OK spread that tastes quite nice, but if you leave it out of the fridge it soon goes really soft. Not sure if I will buy it again though.",NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,"Used to love this, but recently the flavour seems to have changed. It now tastes fruity and like its gone bad. Thought last week that it was a one off thing, but its the same this week too. Its horrible.",NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,"Tastes fine, spreads easily. What more can I say.",NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,"Really is spreadable from the fridge, a claim often made but rarely true. Tastes nice too.  ",NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,Our regular spread. Hubby loves butter spreads and I love olive spreads. This is a happy medium that we both love!,NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,Only recently changed over the Lurpak following offer at Ocado.  I'm converted. Lovely smooth soft texture and a lovely taste.  Regularly buy this range now.,NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,Tasteless greasy slim! Don't waste your money ,NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,This really does taste like butter!,NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,We all really love the taste and wouldn't use anythingI else,NA
https://www.ocado.com/products/lurpak-olive-spreadable-blend-of-butter-olive-oil-and-rapeseed-oil-66827011,"I tried this out at a friend's house and have bought it ever since.  I don't normally go for ""lighter"" spreads as they seem to be a pale imitation of the usual ones but, if anything, this one is better!",NA
https://www.ocado.com/products/hawksmoor-british-beef-dripping-546551011,"Wow, used this for the first time and the roasties were golden nuggets, whilst the Yorkshire puddings rose likes high peaks. Amazing! But it was the flavour that was the clincher, just incredible, and so much better than anything else used to date.",NA
https://www.ocado.com/products/hawksmoor-british-beef-dripping-546551011,"Should be sold as a block in paper like butter is, this is also massively overpriced for beef dripping. Unfortunately its the only option from ocado. Tesco have this stuff at a pound a block and comes in and packaging and size as butter.",NA
https://www.ocado.com/products/hawksmoor-british-beef-dripping-546551011,"Bought this for Christmas dinner and we loved the super roast potatoes . The taste was just how we remembered from years ago.,.Certainly be buying again..",NA
https://www.ocado.com/products/hawksmoor-british-beef-dripping-546551011,"This fat transformed our roast potatoes, so crispy and with great flavour!",NA
https://www.ocado.com/products/hawksmoor-british-beef-dripping-546551011,Have previously purchased another brand of beef dripping which I thought was ok until I tried this. My roasties were perfect and everyone said how lovely they tasted. Sticking with this brand in future.,NA
https://www.ocado.com/products/hawksmoor-british-beef-dripping-546551011,"perfect roast potatoes,  delicious on my rump steak and great for good old yorkshire pudding. ",NA
https://www.ocado.com/products/hawksmoor-british-beef-dripping-546551011,"I generally eat healthily and avoid high fat but occasionally I melt half a tablespoon of this and coat chips in it for the air fryer. Really delicious result, you get a bit of the old fashioned chippy taste for a fraction of the fat.",NA
NA,NA,https://www.ocado.com/products/caffe-nero-single-origin-guatemala-coffee-beans-565134011
https://www.ocado.com/products/oatly-oat-drink-chocolate-long-life-41334011,I love oatly milk and decided to try chocolate-the same same creamy structure and nice chocolate flavor and its not too sweet which I really appreciate.,NA
https://www.ocado.com/products/oatly-oat-drink-chocolate-long-life-41334011,"I don’t mind this but my 7yr old absolutely  loves it and that’s all that matters as he has so many food allergies. He would finish the carton in one day if he could. He sometimes mixes it with Oatly custard, which is also very tasty. 

Love this brand for creating tasty products that we all can enjoy.",NA
https://www.ocado.com/products/oatly-oat-drink-chocolate-long-life-41334011,Much better than chocolate milk.,NA
