product_link,reviews,product
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"A very nice natural flavour yogurt, with a lovely fragrant vanilla flavour. Rich in yogurt but not overly sweet, perfect accompaniment to some fruit such as blueberries, raspberries or strawberries, also lovely on it's own.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Great texture and flavour, a bonus that it is organic so it is better for nature too. Top marks",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,DELICIOUS  !!!,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Lovely flavoured thick and creamy yoghurt. Great value for the size of pot.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Very nice rich velvety yogurt, nice taste  of Vanilla",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,My favourite yoghurt brand,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Lush tasting yogurt, really morish.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Nice flavour. Good consistency,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"A good creamy yoghurt. Vanilla flavour is ok, however I tend not to eat it plain, rather use it with cereal or with berries, or over warm apple pie!",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Thick creamy with a lovely vanilla taste.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Lovely creamy, thick yoghurt.  One of the best I’ve tasted",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,One of the best vanilla yoghurts I’ve had in a long time- lovely and creamy. Will definitely be buying again,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Tastes creamy and yummy. Good with berries as a snack.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Love this product. It is creamy and luscious with a delicate vanilla flavour.  My only complaint is I would like it a little thicker in consistency, as it feels a little runny.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,creamy tart and fabulous,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"This is lovely, course it is, full fat creamy and delicious but honestly the low fat version was so much nicer but I cant find it anywhere anymore. Very sad. Rachels yoghurt please consider bringing back as I wont eat this nearly as much as so much more fattening. Thanks",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"I used to go by price with yogurt, until I found Rachels. I love the yogurt and the vanilla can not be beat. Really creamy and a genuine vanilla taste.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Sadly with the change in packaging and recipe, what was our favourite vanilla yoghurt has been ruined. It now tastes so artificial. I will not be buying again :(",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"recipe has changed for the worse !!

what a shame as it was our favourite vanilla yoghurt",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,I fully agree with the previous two!,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Rachels has recently undergone a rebrand and seem to have a new recipe, no doubt worried about new creamy vanilla competitiors. It's a pity - the new recipe certainly tastes nice but that's because they've added  whole load of extra stuff to it, like rice starch and pectin. Pity, it used to be lovely and natural, but now they've thickened it with additives and it's for the worse. After nearly 20 years of being a loyal customer I shall not be buying it anymore. What a shame they chased a short term buck for a lower quality product.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,This has been a favourite of mine for ages but the recipe seems to have changed for the worse,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"This tasted just right for us, real vanilla used and comes through perfectly. Its really light as well and doesnt have the high sugar content that the low fat or fat free products tend to. Would recommend highly",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Shocked at how much sugar is in this, I know other brands are far worse. I now dilute it  1/2 and 1/3 with full fat natural yogurt and my children havent noticed. Please bring back full fat yogurt with less sugar. The low fat high sugar products are not creating healthy options. Its more satisfying or put the fat back in. Thank you for making them organic.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Lovely yoghurt that keeps for ages.
Vanilla pod seeds give a delicious natural flavour.
We have ours with strawberries and chocolate granola!",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"This is lovely, smooth and luxurious with a great vanilla flavour. Would love a fat free version please.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"No yucky sweetners the best bonus! Thought this quite thick and tasty for low fat yogurt.  Not over overpoweringly sweet or vanillary.  Subtle flavour so nice to with stuff rather than plain yogurt.
Rachel's please continue to provide subtle sweetness without sweetners, 'natural' or not... but continue to work on packaging that can all be biodegradable or recycled!",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Would prefer a little thicker but really nice taste,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"We got this free to try it. I have seen the comments about it being thin and one referred to the unpleasant vanilla taste. It is in no way thin and has a good, full taste of vanilla - if you like the flavour of real vanilla you'll love this. It is a little sweet, but that makes it perfect for a dessert. It is on our regular shopping list now and the current offer of two for £2.00 makes it even better.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Tasted fine but my household definitely prefer fruity yoghurts so won't buy again,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,I like the vanilla flavour which is subtle. Maybe a little too subtle that it's tempting to add a bit of honey to make it a bit sweeter....but I guess it wouldn't be low fat anymore if it had more sugar. Overall I'd recommend.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Delicious and surprisingly rich for a low fat alternative. Great with granola.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Nice low fat yoghurt which didn't taste low fat. Bit sweet but very nice,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"This yoghurt was lovely, it didn't taste low fat so felt quite indulgent. It was a little sweet for my liking but still very nice!",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Really enjoyed this. It is very sweet, but its very tasty. In fact the kids will wolf it down as soon as they see it in the fridge. I will be buying this weekly instead of kids yoghurts.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,I adored this. It didn't taste or feel like low fat. Very posh. I could imagine this as a substitute for cream over a desert because it wasn't sour like other yoghurts. Get some!,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,I prefer my yogurt a bit less sweet but having said that it was deliciously creamy with a lovely vanilla flavour. I still prefer Tims Dairy though. ,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Really nice tasting yoghurt with a good vanilla flavour. Quite watery compared to greek yoghurt but for a low fat one, it's pretty good.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,This has a nice light taste ,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,I have a sweet tooth and love this yoghurt. It is sweet but good smooth texture,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Nice and thick and very sweet tasting. Lovely with a pudding,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Very sweet and a very runny thin texture. We tried some as a free sample but would not buy again,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Tastes nice. A bit sweet though. ,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,This was so sweet I couldn't finish it. Why so much sugar added?,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,i found it not too sweet and I like the smooth texture,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Thin texture, unpleasant vanilla flavour and didn't come with a resealable plastic top so I had to put foil on it in the fridge. My baby liked it, otherwise I would have given it zero stars and I wouldn't buy it for the baby as its low fat.

I received this product for free to review.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Really nice, great to mix with my muesli",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"I used to buy this regularly but stopped because I prefer to get the plain Greek style yogurt and add a little honey for sweetness. I got it again for free to review - I like the vanilla but it's just too sweet, and a bit too runny.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Nice creamy yoghurt but a little too sweet for me so will stick with plain Greek,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,really loved the flavour and consistency of these yoghurts - you have to try the coconut one!  Feels like a nice treat to have for dessert rather than just being a 'boring' yoghurt,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Very tasty indeed with a great consistency. Will be buying again.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Bought it for the kids.  Ate it all myself.  Yum,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Lovely and creamy with a balanced taste of vanilla,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"My daughter said she liked this, but proceeded to eat no more of it. I can see her point of view; the taste is best described as 'different'. I'd not choose to eat it again, but then I prefer my yoghurts a bit more tart.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Lovely with fresh fruit for breakfast or even on its own.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Lovely, creamy yoghurt with a great taste",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011, Tried for free. Really creamy and moreish. The tub disappeared. Quite sweet but I didn't mind that at all. Will buy again. ,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Our whole family enjoys eating this yogurt.  I like it on top of muesli with a splash of milk added. My daughter likes it to top strawberries for desert and I've caught my partner eating it straight from the pot.
It's a fairly thin texture which you could just about pour over stuff and has a fairly robust vanilla flavour which we all enjoyed.  Would buy this again.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Received free to review, this is our regular brand and this didn't disappoint. Lovely with fresh fruit, and always on offer! Would definitely recommend this yogurt. ",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"So far tried in smoothies, on its own, mixed with fresh mango, berries and banana, all taste great! ",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,The flavour was ok but not loving the thin texture. There are better alternatives.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"This is too sweet for me, but has a nice vanilla flavour",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Me and the kids really enjoyed this with fresh strawberries. Nice vanilla flavour and very creamy.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,This wasn't creamy/thick enough for me as a yoghurt. The vanilla flavour was nice but reminded me of eating custard! Not what you really want for first thing in the morning. Although this could be used as an alternative to custard on cakes and desserts. ,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Not loved by everyone in the household  but tasted good. Just the texture.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"We really enjoyed this, kids liked it too!",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"This had quite a strong vanilla taste which I liked but was a little sweet for me, and a bit runny as others have observed.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Agree with other reviewers.  This reminds me of custard and is far too runny- completely unsuitable for having with morning muesli.  Taste was however acceptable.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,I like vanilla custard and vanilla ice cream but this yoghurt didn't do it for me. I found it was a strange texture and a bit too runny and I didn't enjoy it at all.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,This is very creamy and has a strong vanilla flavour.  Love that it is organic and if you like custard - you will like this.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,The yoghurt seemed thick and creamy despite the fact that it is low fat and it tasted nice too! Recommended.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Lovely light tasting yoghurt but was a little on the runny side for me. I like thick yogurt... This isn't thick,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"I got this as a freebie to review. On the plus side it's organic so good for health, animals and the environment.  Also it has a short list of ingredients and no nasties. Unfortunately as most low fat yoghurts there is a lot of added sugar to compensate for the lack of fat. I'd rather go with full fat and no sugar option. To sum up, this would be an occasional treat but not my daily yoghurt.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"I had this to try from Ocado - the taste is lovely but I had forgotten that, having tried Rachel's yogurts before, I always find the texture really weird and runny which completely puts me off!",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Decent vanilla yoghurt - maybe a little too vanilla-y for me, but that's a personal taste thing. Very good quality.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"I was given this as a freebie to review. Nice, creamy flavour.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Tasty, nice with added fruit",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"This has the consistency of runny cream, it felt like I was eating it too I am sorry to say.  There was a vanilla flavour but there was also an odd residual taste.   This will not go in my basket again sadly.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,I tried this and was pleasantly surprised by the taste. Normally when a yogurt says 'vanilla' I expect a mere hint of the stuff but not in this. If you know how fresh vanilla pod seeds taste then that is the taste you get from this. The yogurt was a nice thick consistency and not too runny and I had it over fresh strawberries and cherries which it went very well with.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"This was a gift with my shopping. Found it runny and slimy, far too sweet,with an artificial vanilla taste.Would not purchase.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"I usually think of Rachel's products as high quality but I bought 2 large pots of the vanilla yoghurt and opened both this morning, 24 March - both had mould growing inside the peel back lid and on top of the yoghurt.  The Use By date is 31 March.  Had to throw away - disappointing.",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"I love Rachel's organic yoghurts and this one is delicious. Creamy and thick, silky smooth, perfect balance of sweetness without tasting overly sweet - it tastes far more indulgent than it is. And it's organic - perfect!!",NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Given 4 stars because it really is delicious. However I do think the marketing and packaging are misleading this is not a healthy good for you product. There is almost 3 teaspoons of sugar in a quarter pot. ,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Was a bit disappointed with this as have liked other products from Rachel. It was just way to thin and runny and a bit too sweet.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,The best Vanilla yogurt I have ever tasted. Just try it. Well done Rachel's ,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,The flavour is so yummy! Lovely yogurt. We buy it every week. ,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,Great quality yogurt - healthy and creamy. The only downside is it is too runny. Would still recommend it but prefer Onken - lovely variety of tastes and a better consistency.,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,I have this everyday for breakfast with chopped fresh fruit and flax seed sprinkled on the top and its not only healthy but full of goodness and keeps me going till lunchtime even after I go to the gym after the school run,NA
https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,"Really nice flavour and quality you come to expect from Rachels.
Always look forward to a pop anytime of day!",NA
https://www.ocado.com/products/yeo-valley-organic-0-fat-natural-yoghurt-44244011,"Use this all the time with fajitas, salads, chilli - really tasty and the low fat content is excellent. Good serving size for one or two.",NA
https://www.ocado.com/products/yeo-valley-organic-0-fat-natural-yoghurt-44244011,Every time I have ordered these recently with Ocado they have arrived squashed and leaking due to poor packing.,NA
https://www.ocado.com/products/yeo-valley-organic-0-fat-natural-yoghurt-44244011,"Not too sharp and a nice flavour, I like that it's organic and with my smart pass it's cheap and cheerful.",NA
https://www.ocado.com/products/yeo-valley-organic-0-fat-natural-yoghurt-44244011,"Great value, not much more expensive than supermarket branded. Can hardly taste it is 0%",NA
https://www.ocado.com/products/yeo-valley-organic-0-fat-natural-yoghurt-44244011,Just good plain yoghurt ,NA
https://www.ocado.com/products/yeo-valley-organic-0-fat-natural-yoghurt-44244011,"Lovely yoghurt with added honey on top, a lovely portion size for one.",NA
https://www.ocado.com/products/yeo-valley-organic-0-fat-natural-yoghurt-44244011,"Good quality yogurt, love the texture of it. Good for overnight oats.",NA
https://www.ocado.com/products/yeo-valley-organic-0-fat-natural-yoghurt-44244011,not a lover of yoghurt but tried as on diet was ok but a bit bland,NA
https://www.ocado.com/products/yeo-valley-organic-0-fat-natural-yoghurt-44244011,"I agree that it is a smooth yogurt but does leave an unpleasant lingering taste on the tongue.
I do like fat free yogurts but not this particular one. ",NA
https://www.ocado.com/products/yeo-valley-organic-0-fat-natural-yoghurt-44244011,"Take these to work for mid afternoon snack. Love the clean, fresh taste and buy in preference to the normal fat YV natural yogs. ",NA
https://www.ocado.com/products/yeo-valley-organic-0-fat-natural-yoghurt-44244011,Add with honey or raisins... adds sweetness to make a healthy snack or breakfast,NA
https://www.ocado.com/products/yeo-valley-organic-0-fat-natural-yoghurt-44244011,"I have nothing against low fat products. This yoghurt is not nice though. Try the standard 'green' pot. It might be a few calories more, but worth it. The taste is sensational.",NA
https://www.ocado.com/products/yeo-valley-organic-0-fat-natural-yoghurt-44244011,"Bought this for cooking, but licked the spoon and was really surprised at how lovely it was, even though it's fat-free. Tasted much creamier than expected.",NA
https://www.ocado.com/products/yeo-valley-organic-0-fat-natural-yoghurt-44244011,"This is the best natural yoghurt I've found - really delicious and lovely creamy texture, doesn't taste fat free!",NA
https://www.ocado.com/products/yeo-valley-organic-0-fat-natural-yoghurt-44244011,A very nice smooth and fresh yogurt.,NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,These arrived in a string biodegradable net rather than a green nasty plastic one.  The oranges were medium in size and very sweet - even the skins were nice to eat.,NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,I used these oranges sliced in the juice and zest of one of the oranges mixed with orange blossom water and honey. I scattered mint leaves and chopped pistachios on top and my dinner guests all found these oranges delicious. ,NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,Got these in flash sale.  Sooooo delicious honestly best oranges Ive ever had. Motivated me to come review them cos they are just so good.  Worth every penny.,NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,Sweet and just gorgeous tasting!,NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"These are my favourite oranges they are sweet & juicy with the added bonus of being unwaxed, so I can use the zest too.",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,Beautifully sweet and juicy,NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,A bit on the small side but very nice juicy oranges.,NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"Been buying these for the last several weeks and they're delicious. Just fyi these are unwaxed organic oranges, so they'll have a much shorter shelf life than the waxed ones. But they are worth it, juicy, sweet and delicious!",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,I was given these oranges to review. They are small oranges but they were juicy and tasty enough. Not sure whether I would spend the extra to get these oranges over the usual large oranges we buy.,NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"Fresh, juicy and very tasty.",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"Size of clementine with thick skin, not the mad juicy sweet that justify the premium price. Wont be ordering again. Maybe this is just meant to be zested? Unwaxed is the only good thing about it really.",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"Arrived on Monday, by Thursday one in the fruit bowl was 50% green mould. Sure, the lifespan on the description is 2 days, but that's ludicrous!",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"Beautiful oranges, juicy with superb flavour.",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,Initially I was disappointed with the small size of the oranges but they proved so easy to peel and the fruit was truly delicious simple fruit no bitter pith and no pips will definitely buy again flavour over size.,NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,Best orange Ive tasted. I bought them in a flash sale to use in the cavity of my turkey. I tried one and changed my mind! Lovely flavour and not too sharp.,NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"I enjoy using unwaxed oranges for baking and always save one or two just to enjoy as an orange. These are the juciest, sweetest but well balanced oranges ever!
It's worth the extra price but obviously will be best eaten in season, haven't tried out of season to comment.",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,Got a coupe of packs in flash - very juicy sweet oranges. will be buying again,NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"They were perfect (probably as they are in season now). not too dry,  good balance sweetness to acidity and they smelled nice.",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"Yes, these are expensive but in this case you get what you pay for as they are lovely and sweet and very juicy.",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,I’m reviewing this product because I got a free sample from Ocado. Really enjoyed the oranges but it has to be said that they are pricey.,NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"‘I’m reviewing this product because I got a free sample from Ocado.’  Very juicy and tasty, very fresh.",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"Lovely orange, was sent to review, however I don't think I would buy them normally very overpriced for 5 oranges.",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"We were given these to review. Very juicy, lovely flavour, a bit hit with the family. Would buy again if they were on offer.",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"Ive used the oranges and the zest in lots of ways and found it really delicious, more sweet than acidic, and lasts for ages! Lovely product in sustainable packaging.",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"We received these free to review. They are delicious, very juicy and lasted a good couple of weeks in the fridge. We will definitely order these again.",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"Really tasty, juicy and fresh. Heard about this variety via Ave Maria on Twitter. Expensive but worth it.",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,I have received these from Ocado to review and they were very delicious and juicy. Everyone in our family enjoyed them and would definitely buy them again.,NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,Very nice flavour and fresh and juicy. ,NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"I'm reviewing this product because I got a free sample from Ocado. Good quality, long lasting oranges, would happily have again.",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,I was sent these to review and they were delicious. We dont often eat oranges but I would buy these again.,NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,"Was sent these to review. Don’t really eat a lot of oranges, but these were lovely and would buy again. My son is extremely fussy about oranges (previously would only eat M&S ones) and loved these.",NA
https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,I was asked to review these oranges.Unfortunately I received a different type altogether.So Im afraid I am unable to pass comment.,NA
